tag_id,species,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,age_group,sex,colony_id,island,capture_date,health_status,study_name,clutch_completion,date_egg,is_duplicate
UNKNOWN,Adelie,36.61,18.29,198.9,3569.0,Adult,MALE,Shortcut Point,Shortcut,2023-07-17,Overweight,PAPRI2023,no,1900-01-01,False
UNKNOWN,Adelie,38.93,19.19,182.1,3059.0,Juvenile,MALE,UNKNOWN,Torgersen,2024-11-26,Healthy,PAPRI2024,yes,2024-11-22,False
UNKNOWN,Gentoo,46.96,14.37,209.6,5438.0,Adult,FEMALE,Dream South,Dream,2023-05-24,Healthy,PAPRI2023,yes,2023-05-15,False
UNKNOWN,Adelie,32.0,17.485,185.3,3533.0,Adult,MALE,Dream South,Dream,2020-07-23,Healthy,PAPRI2020,yes,2020-07-20,False
ADE-0718,Adelie,41.55,16.78,189.8,2514.0,Juvenile,FEMALE,Torgersen North,Torgersen,2022-03-23,Underweight,PAPRI2022,yes,2022-03-14,False
ADE-0719,Adelie,45.16668133802817,20.91,196.7,3695.0,Adult,MALE,Torgersen North,Torgersen,2023-12-11,Healthy,PAPRI2023,yes,2023-11-27,False
UNKNOWN,Adelie,35.14,19.53,188.8,3842.084374791102,Adult,MALE,Dream South,Dream,2021-02-21,Healthy,PAPRI2021,yes,2021-02-18,False
ADE-0721,Adelie,36.57,16.83,193.6,3743.0,Adult,MALE,Cormorant East,UNKNOWN,2023-06-22,Healthy,PAPRI2023,yes,2023-06-21,False
GEN-0704,Gentoo,49.66,17.21,214.9,4529.0,Adult,MALE,UNKNOWN,Biscoe,1900-01-01,Healthy,PAPRI2023,no,1900-01-01,False
UNKNOWN,UNKNOWN,52.72,14.89,189.2,3783.0,Adult,MALE,Cormorant East,Cormorant,2022-08-08,Overweight,PAPRI2022,no,1900-01-01,False
GEN-0705,Gentoo,49.38,15.11,217.0,3115.0,Chick,MALE,Shortcut Point,Torgersen,2021-01-11,Underweight,PAPRI2021,yes,2021-01-10,False
GEN-0706,Gentoo,45.74,14.02,217.8,3742.0,Adult,MALE,Dream South,Dream,2024-02-28,Healthy,PAPRI2024,yes,2024-02-21,False
CHN-0728,Chinstrap,45.02,20.86,197.1,3480.0,Juvenile,MALE,Cormorant East,Cormorant,2022-11-30,Underweight,PAPRI2022,yes,2022-11-30,False
CHN-0729,Chinstrap,48.3,17.53,199.315,3687.0,Adult,MALE,Torgersen North,UNKNOWN,1900-01-01,Healthy,PAPRI2023,no,1900-01-01,False
ADE-0722,Adelie,45.16668133802817,17.34,199.315,3842.084374791102,Juvenile,MALE,Torgersen North,Torgersen,2019-10-13,Healthy,UNKNOWN,yes,2019-10-02,False
UNKNOWN,Gentoo,45.32,13.34,214.4,5427.0,Adult,MALE,Torgersen North,Torgersen,2024-09-20,Critical,PAPRI2024,yes,2024-09-10,False
CHN-0730,Chinstrap,53.55,18.01,198.3,3842.084374791102,Juvenile,FEMALE,Shortcut Point,Cormorant,2022-04-14,Underweight,PAPRI2022,UNKNOWN,2022-04-04,False
UNKNOWN,Adelie,36.28,21.0,191.7,3842.084374791102,Adult,MALE,Torgersen North,Torgersen,1900-01-01,Healthy,PAPRI2020,yes,2020-11-18,True
UNKNOWN,Gentoo,50.41,14.19,212.4,3842.084374791102,Adult,MALE,Dream South,Dream,2023-10-21,Healthy,PAPRI2023,yes,2023-10-13,False
GEN-0707,Gentoo,45.98,15.8,222.5,2981.0,Chick,MALE,Torgersen North,Torgersen,2022-04-02,Underweight,PAPRI2022,no,1900-01-01,False
CHN-0731,Chinstrap,50.48,20.65,199.315,2674.0,UNKNOWN,MALE,Torgersen North,Torgersen,2022-10-22,Underweight,PAPRI2022,yes,2022-10-21,False
UNKNOWN,Adelie,45.16668133802817,20.23,187.4,4234.0,Adult,MALE,Dream South,Dream,1900-01-01,Critical,PAPRI2020,yes,2020-09-19,True
UNKNOWN,Gentoo,45.43,13.0,213.0,4057.0,Juvenile,MALE,Dream South,Dream,2022-01-19,Healthy,PAPRI2022,no,1900-01-01,False
UNKNOWN,Gentoo,48.38,18.1,217.4,4773.0,Adult,FEMALE,Biscoe West,Dream,2021-02-14,Healthy,PAPRI2021,yes,2021-02-07,True
GEN-0709,Gentoo,48.19,13.69,213.9,4148.0,Adult,MALE,Dream South,Dream,2022-02-24,Healthy,PAPRI2022,yes,2022-02-24,False
UNKNOWN,Chinstrap,52.78,17.93,191.1,3185.0,Juvenile,MALE,Torgersen North,Torgersen,2024-02-15,Overweight,PAPRI2024,yes,2024-02-08,False
ADE-0723,Adelie,41.35,17.72,191.7,3295.0,Juvenile,MALE,Dream South,Dream,2024-03-15,Healthy,PAPRI2024,yes,2024-03-06,False
UNKNOWN,Chinstrap,60.0,17.92,194.0,2926.0,Juvenile,FEMALE,Torgersen North,Torgersen,2020-03-14,UNKNOWN,PAPRI2020,yes,2020-03-05,False
ADE-0724,Adelie,41.37,19.3,190.5,3903.0,Adult,FEMALE,Biscoe West,Biscoe,1900-01-01,Healthy,PAPRI2024,no,1900-01-01,True
GEN-0710,Gentoo,44.76,14.25,219.1,3842.084374791102,Adult,UNKNOWN,Dream South,Dream,2023-02-10,UNKNOWN,PAPRI2023,no,1900-01-01,False
ADE-0725,Adelie,41.43,16.45,190.7,3562.0,Adult,MALE,Dream South,Dream,2023-08-10,Healthy,PAPRI2023,yes,2023-08-04,False
UNKNOWN,Adelie,45.16668133802817,17.54,198.2,3144.0,Juvenile,MALE,Cormorant East,Cormorant,2020-07-02,Underweight,PAPRI2020,yes,2020-06-26,True
CHN-0732,Chinstrap,45.99,16.97,195.0,3658.0,Adult,FEMALE,Torgersen North,Torgersen,1900-01-01,Healthy,PAPRI2020,yes,2020-11-15,False
GEN-0711,Gentoo,49.61,15.99,217.1,4792.0,Adult,MALE,Dream South,Dream,2020-09-04,Critical,PAPRI2020,yes,2020-08-25,False
GEN-0712,Gentoo,54.59,15.27,213.1,4075.0,Juvenile,MALE,Cormorant East,Cormorant,2021-06-10,Underweight,PAPRI2021,yes,2021-06-04,False
UNKNOWN,Adelie,43.32,20.6,194.1,3842.084374791102,Juvenile,FEMALE,Dream South,Dream,2023-07-24,Underweight,PAPRI2023,yes,2023-07-18,False
ADE-0726,Adelie,41.91,16.75,198.0,2786.0,Juvenile,MALE,Biscoe West,Biscoe,2021-11-06,UNKNOWN,PAPRI2021,yes,2021-11-05,False
UNKNOWN,Gentoo,48.92,17.485,212.8,4714.0,Adult,FEMALE,Dream South,Dream,1900-01-01,Healthy,UNKNOWN,no,1900-01-01,True
CHN-0733,Chinstrap,42.29,20.38,183.4,3591.0,Adult,FEMALE,Dream South,Torgersen,2024-12-11,Overweight,PAPRI2024,yes,2024-11-29,False
UNKNOWN,Adelie,40.62,16.12,198.4,3069.0,Juvenile,MALE,Torgersen North,Torgersen,2021-12-31,Healthy,PAPRI2021,yes,2021-12-30,False
UNKNOWN,Chinstrap,45.27,16.6,195.0,2961.0,Juvenile,MALE,Biscoe West,Biscoe,2024-02-13,Underweight,PAPRI2024,yes,2024-02-04,False
ADE-0727,Adelie,38.25,16.99,188.1,3300.0,Juvenile,MALE,Biscoe West,Biscoe,2021-11-24,Healthy,PAPRI2023,yes,2021-11-23,False
ADE-0728,Adelie,44.43,20.58,187.2,2500.0,Chick,MALE,Cormorant East,Shortcut,2023-08-05,Underweight,PAPRI2023,yes,2023-07-28,False
CHN-0734,Chinstrap,42.96,19.44,189.4,3419.0,Adult,MALE,Torgersen North,Torgersen,2022-08-28,Healthy,PAPRI2022,yes,2022-08-27,False
CHN-0735,Chinstrap,45.16668133802817,18.43,201.5,3745.0,Adult,MALE,Biscoe West,Biscoe,2023-05-28,Overweight,PAPRI2023,yes,2023-05-21,False
GEN-0713,Gentoo,49.51,14.29,216.6,4795.0,Adult,MALE,Biscoe West,Biscoe,2023-06-05,Healthy,PAPRI2023,yes,2023-05-22,False
UNKNOWN,Chinstrap,52.64,18.04,205.8,3934.0,Adult,MALE,UNKNOWN,UNKNOWN,1900-01-01,Overweight,PAPRI2021,yes,2021-07-07,True
CHN-0736,Chinstrap,49.17,18.89,184.1,2500.0,Juvenile,MALE,Torgersen North,UNKNOWN,2024-03-07,Underweight,PAPRI2024,no,1900-01-01,False
GEN-0714,Gentoo,52.6,15.55,208.5,4829.0,Adult,MALE,Torgersen North,UNKNOWN,2024-09-29,Healthy,UNKNOWN,yes,2024-09-22,False
UNKNOWN,Adelie,38.88,21.0,181.9,3858.0,Adult,MALE,Biscoe West,Biscoe,2023-09-17,Healthy,PAPRI2023,yes,2023-09-16,False
CHN-0737,Chinstrap,45.87,15.8,198.7,2500.0,Chick,MALE,Torgersen North,Torgersen,2021-10-20,UNKNOWN,PAPRI2022,UNKNOWN,2021-10-18,False
GEN-0715,Gentoo,47.7,15.74,213.5,4757.0,Adult,FEMALE,Cormorant East,Cormorant,2023-02-28,Healthy,PAPRI2023,yes,2023-02-20,False
UNKNOWN,Gentoo,45.0,13.0,219.1,5433.0,Adult,MALE,Torgersen North,Torgersen,2022-09-11,Healthy,UNKNOWN,yes,2022-09-01,True
GEN-0716,Gentoo,55.07,14.18,199.315,2805.0,Chick,MALE,Cormorant East,Cormorant,2020-09-06,Underweight,UNKNOWN,UNKNOWN,2020-09-03,False
UNKNOWN,Gentoo,44.19,15.6,213.3,4853.0,Adult,FEMALE,Cormorant East,Cormorant,2021-09-12,Healthy,PAPRI2021,yes,2021-09-10,False
UNKNOWN,Adelie,41.02,18.43,214.6,4042.0,Adult,MALE,Dream South,Dream,2022-02-10,Healthy,PAPRI2022,yes,2022-02-07,True
ADE-0729,Adelie,36.05,18.93,175.6,4153.0,Adult,UNKNOWN,Dream South,Dream,2023-12-23,Healthy,PAPRI2023,yes,2023-12-14,False
ADE-0730,Adelie,35.87,18.5,186.4,3646.0,Juvenile,MALE,UNKNOWN,UNKNOWN,2023-12-14,Healthy,PAPRI2023,no,1900-01-01,False
UNKNOWN,Gentoo,46.47,14.15,216.7,5395.0,Adult,MALE,Torgersen North,Torgersen,2024-05-07,Healthy,PAPRI2024,yes,2024-04-23,False
GEN-0717,UNKNOWN,44.8,14.48,229.79,4647.0,Adult,FEMALE,Dream South,Dream,2023-11-09,Overweight,PAPRI2023,yes,2023-11-07,False
UNKNOWN,Chinstrap,44.61,19.22,202.7,3383.0,Adult,FEMALE,Cormorant East,Cormorant,2020-02-20,Underweight,UNKNOWN,yes,2020-02-18,False
UNKNOWN,Chinstrap,45.16668133802817,20.35,192.6,3991.0,Adult,MALE,Biscoe West,Biscoe,2024-06-22,Overweight,PAPRI2024,yes,2024-06-18,True
UNKNOWN,Chinstrap,48.03,19.61,207.0,3915.0,Adult,MALE,Cormorant East,Cormorant,2020-05-05,Overweight,PAPRI2020,no,1900-01-01,False
ADE-0731,Adelie,37.85,17.37,179.8,2500.0,Chick,MALE,Dream South,Dream,2021-12-18,UNKNOWN,UNKNOWN,yes,2021-12-13,False
CHN-0738,Chinstrap,45.16668133802817,18.47,177.1,2828.0,Juvenile,MALE,Torgersen North,Torgersen,1900-01-01,Critical,PAPRI2021,yes,2021-02-21,True
UNKNOWN,Adelie,35.84,19.16,186.01,3293.0,Adult,FEMALE,Cormorant East,Cormorant,1900-01-01,Underweight,PAPRI2023,yes,2023-02-01,True
UNKNOWN,Gentoo,50.93,16.76,206.9,4675.0,Adult,MALE,Torgersen North,UNKNOWN,2021-06-18,Healthy,PAPRI2021,no,1900-01-01,False
CHN-0739,Chinstrap,48.79,17.485,202.8,2766.0,Juvenile,MALE,Torgersen North,UNKNOWN,2022-11-25,Underweight,PAPRI2022,yes,2022-11-12,False
UNKNOWN,Adelie,40.59,19.23,179.3,5633.038097003589,Adult,UNKNOWN,Biscoe West,Biscoe,2024-09-30,Healthy,PAPRI2024,yes,2024-09-18,True
ADE-0732,Adelie,35.13,17.85,199.315,3617.0,Adult,FEMALE,Dream South,Dream,2020-12-15,Healthy,PAPRI2020,yes,2020-12-01,False
CHN-0740,Chinstrap,51.22,20.58,196.4,3414.0,Adult,FEMALE,Dream South,Dream,2023-06-07,UNKNOWN,PAPRI2023,UNKNOWN,2023-06-07,False
UNKNOWN,Gentoo,45.09,17.485,217.5,6860.72806840469,Adult,MALE,Shortcut Point,Shortcut,2023-05-16,Healthy,PAPRI2023,yes,2023-05-12,False
UNKNOWN,Adelie,37.47,20.49,185.7,3842.084374791102,Adult,MALE,Biscoe West,Biscoe,1900-01-01,Healthy,PAPRI2023,yes,2023-10-12,True
GEN-0718,Gentoo,46.29,15.04,224.7,4378.0,Juvenile,FEMALE,Shortcut Point,Shortcut,2021-06-23,Underweight,PAPRI2021,yes,2021-06-15,False
UNKNOWN,Adelie,35.53,16.29,199.315,2531.534518127066,Juvenile,FEMALE,Biscoe West,Biscoe,1900-01-01,Underweight,PAPRI2024,UNKNOWN,2024-01-02,True
UNKNOWN,Adelie,38.89,18.15,191.0,3684.0,Adult,FEMALE,Biscoe West,Biscoe,2021-02-13,Healthy,PAPRI2021,yes,2021-02-13,False
GEN-0719,Gentoo,47.41,17.27,221.9,5483.0,Adult,MALE,Biscoe West,Biscoe,2020-05-29,Healthy,PAPRI2020,UNKNOWN,2020-05-19,False
ADE-0733,Adelie,35.71,17.38,196.5,3480.0,UNKNOWN,FEMALE,Shortcut Point,Shortcut,2020-04-29,Underweight,UNKNOWN,yes,2020-04-20,False
GEN-0720,Gentoo,50.45,14.39,199.315,3842.084374791102,Chick,MALE,Biscoe West,UNKNOWN,2021-07-17,Underweight,PAPRI2021,no,1900-01-01,False
CHN-0741,Chinstrap,55.43,18.33,195.0,2878.0,Adult,MALE,Shortcut Point,Shortcut,1900-01-01,Underweight,PAPRI2022,no,1900-01-01,False
ADE-0734,Adelie,38.98,18.36,184.2,4385.0,Adult,MALE,Biscoe West,Biscoe,1900-01-01,Overweight,UNKNOWN,yes,2021-07-11,False
UNKNOWN,Gentoo,48.89,16.06,230.0,3842.084374791102,Adult,MALE,Biscoe West,Biscoe,2021-02-07,Healthy,PAPRI2021,no,1900-01-01,True
GEN-0721,Gentoo,37.69,16.79,214.8,4731.0,Adult,MALE,Biscoe West,Biscoe,2024-02-04,Healthy,PAPRI2024,no,1900-01-01,False
UNKNOWN,Gentoo,45.16668133802817,13.0,223.2,5248.0,Adult,MALE,Dream South,Dream,2023-04-03,Healthy,PAPRI2023,yes,2023-03-31,True
GEN-0722,Gentoo,44.83,17.485,222.2,5618.09,Adult,MALE,Biscoe West,Biscoe,2024-02-21,Healthy,PAPRI2024,yes,2024-02-11,False
GEN-0723,Gentoo,46.61,17.485,216.6,3832.06,Juvenile,MALE,UNKNOWN,UNKNOWN,2022-08-15,Underweight,PAPRI2022,UNKNOWN,1900-01-01,False
ADE-0735,Adelie,38.07,17.4,187.1,3655.0,Adult,MALE,Cormorant East,UNKNOWN,2021-01-14,UNKNOWN,PAPRI2021,yes,2021-01-07,False
CHN-0742,Chinstrap,50.28,17.485,194.8,3585.0,Adult,MALE,UNKNOWN,Torgersen,2022-03-12,Healthy,PAPRI2022,yes,2022-03-12,False
UNKNOWN,UNKNOWN,50.27,16.6,209.3,5592.0,Adult,MALE,Dream South,Dream,2020-09-24,Healthy,PAPRI2020,yes,2020-09-22,False
CHN-0743,Chinstrap,51.61,19.46,195.7,3336.0,Adult,MALE,Shortcut Point,Shortcut,2021-09-03,UNKNOWN,PAPRI2021,yes,2021-08-21,False
UNKNOWN,Adelie,40.22,17.28,180.4,3760.0,Adult,MALE,Biscoe West,UNKNOWN,2024-07-12,Healthy,PAPRI2024,yes,2024-07-04,False
GEN-0724,Gentoo,47.17,16.04,208.3,5581.0,Adult,UNKNOWN,Shortcut Point,UNKNOWN,2024-11-29,Overweight,PAPRI2024,yes,2024-11-29,False
UNKNOWN,Adelie,43.04,15.92,195.0,2500.0,Adult,MALE,Biscoe West,Biscoe,2022-02-11,Healthy,UNKNOWN,yes,2022-02-02,False
ADE-0737,Adelie,36.37,17.92,199.315,3486.0,Adult,FEMALE,Cormorant East,Cormorant,1900-01-01,Critical,PAPRI2022,yes,2022-04-22,False
ADE-0738,Adelie,45.16668133802817,14.7,178.7,3801.0,Adult,MALE,Torgersen North,UNKNOWN,2021-04-14,Healthy,PAPRI2021,yes,2021-04-07,False
UNKNOWN,Adelie,33.89,18.55,199.315,4078.0,Adult,MALE,Shortcut Point,Shortcut,2023-03-04,UNKNOWN,PAPRI2023,yes,2023-02-24,True
CHN-0744,Chinstrap,45.16668133802817,17.21,202.2,3794.0,Adult,MALE,Dream South,Torgersen,2021-03-12,Healthy,PAPRI2021,yes,2021-03-11,False
CHN-0745,Chinstrap,51.54,18.2,194.0,3842.084374791102,Adult,FEMALE,Biscoe West,Biscoe,2023-01-09,Healthy,PAPRI2023,yes,2022-12-26,False
UNKNOWN,Adelie,41.73,19.78,187.3,3060.0,Adult,FEMALE,Torgersen North,Torgersen,2024-03-18,Healthy,PAPRI2024,yes,2024-03-11,False
UNKNOWN,Adelie,39.48,17.77,188.6,3256.0,Adult,FEMALE,Dream South,Dream,2023-10-30,Healthy,PAPRI2023,yes,2023-10-29,False
GEN-0725,Gentoo,51.16,14.66,219.0,5201.0,Chick,MALE,Biscoe West,Biscoe,2021-11-26,Healthy,PAPRI2021,yes,2021-11-17,False
GEN-0726,UNKNOWN,45.08,15.71,217.0,4113.0,Juvenile,MALE,Biscoe West,Biscoe,2021-10-23,Underweight,PAPRI2021,no,1900-01-01,False
UNKNOWN,Gentoo,37.51,15.51,205.2,2520.795282571312,Chick,MALE,Dream South,Dream,2024-12-10,Underweight,PAPRI2024,UNKNOWN,2024-12-10,True
GEN-0727,Gentoo,45.91,14.73,212.0,4723.0,Adult,MALE,Dream South,Shortcut,2022-12-24,Sick,PAPRI2022,no,1900-01-01,False
UNKNOWN,Chinstrap,53.48,19.35,201.28,3826.0,Adult,MALE,Torgersen North,Torgersen,2021-03-25,Healthy,PAPRI2021,no,1900-01-01,False
ADE-0739,Adelie,36.21,17.54,185.2,2974.0,Adult,MALE,Dream South,Dream,2024-10-16,Underweight,PAPRI2024,yes,2024-10-12,False
ADE-0740,Adelie,34.05,19.16,190.3,4210.0,Adult,MALE,Cormorant East,Cormorant,1900-01-01,Overweight,PAPRI2021,yes,2023-07-16,False
GEN-0728,Gentoo,49.99,17.485,218.7,5184.0,Adult,FEMALE,Shortcut Point,Shortcut,1900-01-01,Overweight,PAPRI2024,yes,2024-08-14,False
UNKNOWN,Adelie,38.63,17.485,199.315,3885.0,Adult,FEMALE,Biscoe West,Biscoe,1900-01-01,Healthy,PAPRI2022,yes,2022-12-04,True
GEN-0729,Gentoo,44.69,15.23,211.6,4853.0,Adult,MALE,Cormorant East,Cormorant,2020-12-26,Sick,PAPRI2020,no,1900-01-01,False
ADE-0741,Adelie,43.62,17.81,195.2,4025.0,Adult,MALE,Dream South,Dream,1900-01-01,Healthy,PAPRI2020,yes,2020-03-18,False
UNKNOWN,Adelie,42.9,18.42,192.8,3842.084374791102,Adult,MALE,Cormorant East,Cormorant,2021-10-25,Healthy,PAPRI2021,yes,2021-10-14,True
CHN-0746,Chinstrap,50.56,17.485,204.0,3395.0,Adult,MALE,Dream South,Dream,2020-01-08,Healthy,PAPRI2020,yes,2020-01-02,False
UNKNOWN,Adelie,38.31,19.3,195.8,3181.0,Juvenile,FEMALE,Torgersen North,UNKNOWN,2021-06-14,UNKNOWN,UNKNOWN,yes,2021-06-05,False
CHN-0747,Chinstrap,49.83,15.65,193.7,4616.0,Adult,MALE,Dream South,Dream,1900-01-01,Overweight,PAPRI2021,yes,2021-01-17,False
UNKNOWN,Adelie,44.47,15.76,192.7,3842.084374791102,Adult,MALE,Torgersen North,Torgersen,1900-01-01,Healthy,UNKNOWN,yes,2023-09-25,True
ADE-0743,Adelie,45.16668133802817,15.57,205.5,3824.356614049908,UNKNOWN,FEMALE,Cormorant East,Cormorant,2022-05-02,Healthy,PAPRI2022,yes,2022-04-22,False
UNKNOWN,Chinstrap,49.12,20.15,193.0,3274.0,Adult,MALE,Cormorant East,Cormorant,2022-03-29,Underweight,PAPRI2024,yes,2022-03-21,False
GEN-0730,Gentoo,51.14,13.93,214.0,5036.0,Adult,MALE,Shortcut Point,Shortcut,2022-06-27,Overweight,UNKNOWN,no,1900-01-01,False
UNKNOWN,Chinstrap,50.37,19.51,172.14,3758.0,Adult,MALE,Biscoe West,Biscoe,1900-01-01,UNKNOWN,PAPRI2021,yes,2021-05-05,True
UNKNOWN,Gentoo,39.82,17.485,218.8,3242.0,Juvenile,MALE,Dream South,Dream,2024-02-29,Underweight,PAPRI2024,yes,2024-02-29,False
ADE-0744,Adelie,39.75,17.485,187.3,5093.02802860314,Adult,MALE,Dream South,Dream,2021-04-29,UNKNOWN,UNKNOWN,yes,2021-04-16,False
CHN-0748,Chinstrap,55.83,18.73,190.8,3842.084374791102,Adult,FEMALE,Dream South,Dream,2021-09-18,Healthy,PAPRI2021,yes,2021-09-13,False
CHN-0749,Chinstrap,48.18,17.485,203.1,3392.0,Juvenile,MALE,Cormorant East,Biscoe,2024-03-03,Sick,PAPRI2024,yes,2024-02-28,False
UNKNOWN,Gentoo,50.61,14.8,218.4,5175.0,Adult,MALE,Torgersen North,UNKNOWN,2021-02-07,Healthy,PAPRI2021,yes,2021-02-02,True
UNKNOWN,Adelie,40.13,19.83,199.315,3285.0,Adult,FEMALE,Dream South,Dream,2021-10-18,Healthy,PAPRI2021,yes,2021-10-04,False
UNKNOWN,Adelie,45.16668133802817,17.485,198.4,3112.0,UNKNOWN,MALE,Cormorant East,Cormorant,2023-04-15,Underweight,PAPRI2023,yes,2023-04-03,False
UNKNOWN,Adelie,43.62,19.0,194.1,2551.0,Chick,MALE,Cormorant East,Cormorant,2020-02-21,Critical,PAPRI2020,yes,2020-02-12,False
UNKNOWN,Gentoo,55.69,14.05,217.0,4610.0,Adult,FEMALE,Dream South,Dream,2024-06-03,Healthy,PAPRI2024,yes,2024-05-26,False
ADE-0745,Adelie,41.81,21.0,180.4,3603.0,Juvenile,FEMALE,UNKNOWN,Biscoe,2024-02-29,Healthy,PAPRI2024,UNKNOWN,1900-01-01,False
CHN-0750,Chinstrap,45.37,19.74,199.8,3808.0,Adult,MALE,Dream South,Biscoe,2022-08-11,Healthy,PAPRI2024,no,1900-01-01,False
UNKNOWN,Chinstrap,47.23,18.34,204.3,3254.0,Juvenile,FEMALE,Biscoe West,Biscoe,2021-12-27,Underweight,PAPRI2021,yes,2021-12-14,False
CHN-0751,Chinstrap,47.87,17.23,203.8,3087.0,Chick,MALE,Dream South,Dream,1900-01-01,Underweight,PAPRI2023,yes,2023-11-19,False
UNKNOWN,Chinstrap,50.57,20.14,178.21,4198.0,Adult,MALE,UNKNOWN,UNKNOWN,2021-04-18,Overweight,PAPRI2021,no,1900-01-01,False
ADE-0746,Adelie,45.16668133802817,17.51,192.3,3510.0,Juvenile,MALE,Torgersen North,Torgersen,2022-07-13,Healthy,PAPRI2022,no,1900-01-01,False
CHN-0752,Chinstrap,49.82,19.53,188.1,3842.084374791102,Adult,FEMALE,Torgersen North,Torgersen,2020-09-22,Underweight,UNKNOWN,no,1900-01-01,False
CHN-0753,Chinstrap,51.43,18.52,204.7,3398.0,Adult,MALE,Torgersen North,Torgersen,2021-11-09,Underweight,PAPRI2021,yes,2021-10-27,False
ADE-0747,Adelie,36.42,21.0,192.3,3454.0,Adult,FEMALE,UNKNOWN,Torgersen,2023-11-10,Healthy,PAPRI2023,yes,2023-11-06,False
CHN-0754,Chinstrap,46.82,18.08,193.9,4319.38,Adult,MALE,Torgersen North,Torgersen,2021-08-01,Healthy,PAPRI2023,yes,2021-08-01,False
GEN-0732,Gentoo,48.68,14.17,218.1,4410.0,Juvenile,MALE,Cormorant East,Cormorant,2024-02-20,Healthy,PAPRI2024,yes,2024-02-07,False
CHN-0755,Chinstrap,45.16668133802817,18.39,195.7,3842.084374791102,Adult,MALE,Shortcut Point,Shortcut,2023-09-02,Underweight,UNKNOWN,yes,2023-08-29,False
CHN-0756,Chinstrap,47.02,17.485,180.3,2500.0,Chick,MALE,Dream South,Dream,2024-11-24,Underweight,PAPRI2024,yes,2024-11-21,False
UNKNOWN,Adelie,42.78,18.26,194.2,3536.0,Adult,FEMALE,Torgersen North,Torgersen,2024-01-29,Healthy,UNKNOWN,yes,2024-01-24,False
UNKNOWN,Adelie,35.57,20.91,189.3,3417.0,Adult,MALE,Shortcut Point,Shortcut,2021-10-16,Underweight,PAPRI2021,yes,2021-10-09,False
UNKNOWN,Gentoo,45.24,17.485,216.0,5183.0,Adult,MALE,Biscoe West,Biscoe,2023-03-23,Underweight,PAPRI2023,yes,2023-03-13,False
UNKNOWN,Adelie,34.68,18.6,192.2,3809.0,Adult,MALE,Shortcut Point,Shortcut,2021-11-07,Overweight,PAPRI2021,yes,2021-10-25,False
UNKNOWN,Adelie,34.67,19.24,182.7,4033.0,Adult,MALE,Dream South,UNKNOWN,2020-12-14,Healthy,PAPRI2020,yes,2020-12-13,False
UNKNOWN,Gentoo,45.06,14.07,208.3,5016.0,Adult,MALE,Torgersen North,Torgersen,2020-04-05,UNKNOWN,PAPRI2020,yes,2020-04-05,False
GEN-0733,Gentoo,49.91,13.6,218.5,4013.0,UNKNOWN,MALE,Torgersen North,Torgersen,2024-05-04,Healthy,PAPRI2024,no,1900-01-01,False
UNKNOWN,Adelie,39.79,19.18,199.1,3687.0,Adult,MALE,Biscoe West,UNKNOWN,2020-04-28,Healthy,PAPRI2020,UNKNOWN,1900-01-01,False
UNKNOWN,Chinstrap,48.91,17.485,198.1,2587.0,Juvenile,MALE,Biscoe West,Biscoe,2020-01-15,Underweight,PAPRI2020,yes,2020-01-14,True
UNKNOWN,Adelie,42.73,17.485,190.4,3610.852213767356,Adult,MALE,Torgersen North,Torgersen,2021-05-27,Healthy,PAPRI2021,yes,2021-05-16,False
CHN-0757,Chinstrap,46.69,17.485,183.5,2754.0,Juvenile,MALE,Torgersen North,Torgersen,2021-10-12,Underweight,PAPRI2021,yes,2021-10-11,False
UNKNOWN,Chinstrap,53.68,21.0,186.2,3291.0,Chick,MALE,Torgersen North,Torgersen,1900-01-01,Overweight,UNKNOWN,yes,2021-05-20,True
GEN-0734,Gentoo,44.55,15.16,199.315,2978.0,Chick,MALE,Torgersen North,Torgersen,2023-11-25,Underweight,PAPRI2023,yes,2023-11-21,False
GEN-0735,Gentoo,49.74,13.33,216.4,4489.0,Adult,FEMALE,Torgersen North,Cormorant,2021-01-29,Healthy,PAPRI2021,no,1900-01-01,False
CHN-0759,Chinstrap,46.61,20.09,194.5,3842.084374791102,Adult,MALE,Torgersen North,Dream,2023-02-05,Healthy,PAPRI2023,yes,2023-01-27,False
UNKNOWN,Gentoo,49.48,14.3,199.315,4396.0,Juvenile,MALE,Torgersen North,Torgersen,2024-12-27,Healthy,PAPRI2024,yes,2024-12-26,True
ADE-0749,Adelie,41.16,17.485,189.8,2793.0,Juvenile,MALE,Dream South,Dream,1900-01-01,Underweight,PAPRI2021,yes,2021-11-13,True
ADE-0750,Adelie,32.42,18.64,201.2,3842.084374791102,Adult,MALE,UNKNOWN,Torgersen,1900-01-01,Healthy,PAPRI2024,yes,2024-07-04,False
ADE-0751,Adelie,39.84,17.96,199.315,2979.0,Juvenile,MALE,Biscoe West,Biscoe,1900-01-01,Underweight,PAPRI2022,yes,2021-12-29,False
ADE-0752,Adelie,37.13,18.71,198.7,3842.084374791102,UNKNOWN,MALE,Torgersen North,UNKNOWN,2021-09-28,Underweight,PAPRI2021,UNKNOWN,2021-09-18,False
CHN-0760,Chinstrap,44.66,21.0,196.6,3352.0,Adult,MALE,Cormorant East,Cormorant,1900-01-01,Underweight,PAPRI2022,yes,2019-11-25,True
